company_name;category;offers
Grafton;IT & Telekomunikacja;462
Grafton;Finanse, Bankowosc & Ksiegowosc;216
Grafton;HR, Prawo & Administracja;112
Grafton;Sprzedaz, Marketing & Logistyka;113
Grafton;Farmacja & Sprzet Medyczny;3
Grafton;Praca Tymczasowa & Outsourcing;44
Grafton;Miedzynarodowe rekrutacje;1
Grafton;Produkcja;73
Grafton;Absolwenci;147
Grafton;Obsluga Klienta;410
Grafton;Inzynieria;97
Grafton;Budownictwo & Zarzadzanie Nieruchomosciami;7
